id,factory_name,factory_code,date,po_number,style_number,color_code,ship_id,po_type,po_quantity,wip8_outputs,tqc3_pass_qty,wip8_po_status_increase,fg10_po_status_increase,fg14_po_status_increase,wip8_po_statu_completion_quantity,fg10_po_statu_completion_quantity,fg14_po_statu_completion_quantity
KH_PP_20260513_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-13,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,168,168,168,96,43,1542,903,493
KH_PP_20260513_KH_PP-PO-0022_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-13,KH_PP-PO-0022,ST003,WHT,SH05,CMT,1000,111,111,111,55,23,630,322,158
KH_PP_20260513_KH_PP-PO-0023_BLK_SH01,柬埔寨金边厂,KH_PP,2026-05-13,KH_PP-PO-0023,ST001,BLK,SH01,FOB,1000,57,57,57,23,15,937,656,360
KH_PP_20260514_KH_PP-PO-0002_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-14,KH_PP-PO-0002,ST007,TEA,SH10,FOB,3000,179,179,179,108,43,1404,834,491
KH_PP_20260514_KH_PP-PO-0003_YLW_SH04,柬埔寨金边厂,KH_PP,2026-05-14,KH_PP-PO-0003,ST003,YLW,SH04,FOB,800,50,50,50,41,22,755,498,232
KH_PP_20260514_KH_PP-PO-0004_GRY_SH06,柬埔寨金边厂,KH_PP,2026-05-14,KH_PP-PO-0004,ST004,GRY,SH06,FOB,1000,100,100,100,59,30,724,463,287
KH_PP_20260514_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-14,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,188,188,188,92,42,1711,930,573
KH_PP_20260514_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-14,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,201,186,186,85,50,1025,690,353
KH_PP_20260514_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-14,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,187,187,167,115,88,1859,1156,625
KH_PP_20260514_KH_PP-PO-0010_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-14,KH_PP-PO-0010,ST003,WHT,SH05,CMT,5000,175,175,175,71,26,679,378,213
KH_PP_20260514_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-14,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,163,163,163,121,94,970,703,410
KH_PP_20260514_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-14,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,177,177,177,75,31,1046,662,373
KH_PP_20260514_KH_PP-PO-0016_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-14,KH_PP-PO-0016,ST006,RED,SH09,FOB,1000,53,53,53,24,12,886,443,309
KH_PP_20260514_KH_PP-PO-0017_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-14,KH_PP-PO-0017,ST006,BLK,SH09,CMT,5000,169,169,169,124,94,1197,614,434
KH_PP_20260514_KH_PP-PO-0019_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-14,KH_PP-PO-0019,ST002,BLU,SH03,FOB,1000,109,109,109,73,36,840,556,280
KH_PP_20260514_KH_PP-PO-0020_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-14,KH_PP-PO-0020,ST006,BLK,SH09,FOB,5000,173,173,173,84,55,847,412,273
KH_PP_20260514_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-14,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,162,177,177,142,43,1719,1045,536
KH_PP_20260514_KH_PP-PO-0022_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-14,KH_PP-PO-0022,ST003,WHT,SH05,CMT,1000,113,113,113,61,26,743,383,184
KH_PP_20260514_KH_PP-PO-0024_LBL_SH07,柬埔寨金边厂,KH_PP,2026-05-14,KH_PP-PO-0024,ST005,LBL,SH07,CMT,800,47,47,47,32,12,777,548,248
KH_PP_20260515_KH_PP-PO-0001_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-15,KH_PP-PO-0001,ST005,PNK,SH07,CMT,1000,53,53,53,35,13,1053,698,359
KH_PP_20260515_KH_PP-PO-0002_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-15,KH_PP-PO-0002,ST007,TEA,SH10,FOB,3000,170,170,170,78,35,1574,912,526
KH_PP_20260515_KH_PP-PO-0004_GRY_SH06,柬埔寨金边厂,KH_PP,2026-05-15,KH_PP-PO-0004,ST004,GRY,SH06,FOB,1000,106,106,106,69,35,830,532,322
KH_PP_20260515_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-15,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,170,170,170,138,98,1195,828,451
KH_PP_20260515_KH_PP-PO-0007_NVY_SH06,柬埔寨金边厂,KH_PP,2026-05-15,KH_PP-PO-0007,ST004,NVY,SH06,CMT,1000,58,58,58,30,23,873,412,296
KH_PP_20260515_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-15,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,170,170,170,151,64,2029,1307,689
KH_PP_20260515_KH_PP-PO-0010_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-15,KH_PP-PO-0010,ST003,WHT,SH05,CMT,5000,162,162,162,69,45,841,447,258
KH_PP_20260515_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-15,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,179,179,179,156,100,1149,859,510
KH_PP_20260515_KH_PP-PO-0013_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-15,KH_PP-PO-0013,ST005,WHT,SH08,CMT,3000,164,164,164,123,82,996,620,357
KH_PP_20260515_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-15,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,179,179,179,72,41,1225,734,414
KH_PP_20260515_KH_PP-PO-0016_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-15,KH_PP-PO-0016,ST006,RED,SH09,FOB,1000,58,58,58,30,20,944,473,329
KH_PP_20260515_KH_PP-PO-0017_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-15,KH_PP-PO-0017,ST006,BLK,SH09,CMT,5000,173,173,173,137,54,1370,751,488
KH_PP_20260515_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-15,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,162,162,182,146,107,1901,1191,643
KH_PP_20260515_KH_PP-PO-0023_BLK_SH01,柬埔寨金边厂,KH_PP,2026-05-15,KH_PP-PO-0023,ST001,BLK,SH01,FOB,1000,46,46,46,34,16,983,690,376
KH_PP_20260515_KH_PP-PO-0024_LBL_SH07,柬埔寨金边厂,KH_PP,2026-05-15,KH_PP-PO-0024,ST005,LBL,SH07,CMT,800,63,63,63,35,22,840,583,270
KH_PP_20260515_KH_PP-PO-0025_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-15,KH_PP-PO-0025,ST007,TEA,SH10,CMT,800,59,59,59,49,15,783,527,318
KH_PP_20260516_KH_PP-PO-0001_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-16,KH_PP-PO-0001,ST005,PNK,SH07,CMT,1000,46,46,46,24,14,1099,722,373
KH_PP_20260516_KH_PP-PO-0003_YLW_SH04,柬埔寨金边厂,KH_PP,2026-05-16,KH_PP-PO-0003,ST003,YLW,SH04,FOB,800,54,54,54,43,31,809,541,263
KH_PP_20260516_KH_PP-PO-0004_GRY_SH06,柬埔寨金边厂,KH_PP,2026-05-16,KH_PP-PO-0004,ST004,GRY,SH06,FOB,1000,69,69,69,33,16,899,565,338
KH_PP_20260516_KH_PP-PO-0008_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-16,KH_PP-PO-0008,ST002,BLU,SH03,CMT,800,58,58,58,26,13,867,556,286
KH_PP_20260516_KH_PP-PO-0010_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-16,KH_PP-PO-0010,ST003,WHT,SH05,CMT,5000,155,155,155,119,43,996,566,301
KH_PP_20260516_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-16,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,160,160,160,142,99,1309,1001,609
KH_PP_20260516_KH_PP-PO-0013_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-16,KH_PP-PO-0013,ST005,WHT,SH08,CMT,3000,178,178,178,91,59,1174,711,416
KH_PP_20260516_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-16,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,161,161,161,121,50,1386,855,464
KH_PP_20260516_KH_PP-PO-0015_RED_SH02,柬埔寨金边厂,KH_PP,2026-05-16,KH_PP-PO-0015,ST001,RED,SH02,CMT,3000,176,176,176,133,58,1353,865,514
KH_PP_20260516_KH_PP-PO-0018_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-16,KH_PP-PO-0018,ST002,BLU,SH03,FOB,2000,117,117,117,87,34,1652,951,433
KH_PP_20260516_KH_PP-PO-0019_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-16,KH_PP-PO-0019,ST002,BLU,SH03,FOB,1000,63,63,63,52,24,903,608,304
KH_PP_20260516_KH_PP-PO-0020_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-16,KH_PP-PO-0020,ST006,BLK,SH09,FOB,5000,160,160,160,80,34,1007,492,307
KH_PP_20260516_KH_PP-PO-0022_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-16,KH_PP-PO-0022,ST003,WHT,SH05,CMT,1000,105,105,105,83,61,848,466,245
KH_PP_20260516_KH_PP-PO-0023_BLK_SH01,柬埔寨金边厂,KH_PP,2026-05-16,KH_PP-PO-0023,ST001,BLK,SH01,FOB,1000,55,55,55,-20,24,1038,670,400
KH_PP_20260516_KH_PP-PO-0025_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-16,KH_PP-PO-0025,ST007,TEA,SH10,CMT,800,56,56,56,42,33,839,569,351
KH_PP_20260518_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-18,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,181,181,181,149,71,1376,977,522
KH_PP_20260518_KH_PP-PO-0007_NVY_SH06,柬埔寨金边厂,KH_PP,2026-05-18,KH_PP-PO-0007,ST004,NVY,SH06,CMT,1000,54,54,54,46,26,927,458,322
KH_PP_20260518_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-18,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,159,159,159,93,51,2188,1400,740
KH_PP_20260518_KH_PP-PO-0010_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-18,KH_PP-PO-0010,ST003,WHT,SH05,CMT,5000,163,163,163,-44,48,1159,522,349
KH_PP_20260518_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-18,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,177,177,177,95,32,1486,1096,641
KH_PP_20260518_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-18,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,160,160,180,110,51,1566,965,515
KH_PP_20260518_KH_PP-PO-0017_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-18,KH_PP-PO-0017,ST006,BLK,SH09,CMT,5000,189,189,189,139,106,1559,890,594
KH_PP_20260518_KH_PP-PO-0018_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-18,KH_PP-PO-0018,ST002,BLU,SH03,FOB,2000,50,50,50,22,12,1702,973,445
KH_PP_20260518_KH_PP-PO-0019_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-18,KH_PP-PO-0019,ST002,BLU,SH03,FOB,1000,56,56,56,32,10,959,640,314
KH_PP_20260518_KH_PP-PO-0020_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-18,KH_PP-PO-0020,ST006,BLK,SH09,FOB,5000,171,171,171,88,63,1178,580,370
KH_PP_20260518_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-18,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,172,172,172,114,77,2073,1305,720
KH_PP_20260518_KH_PP-PO-0022_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-18,KH_PP-PO-0022,ST003,WHT,SH05,CMT,1000,55,55,55,23,10,903,489,255
KH_PP_20260518_KH_PP-PO-0023_BLK_SH01,柬埔寨金边厂,KH_PP,2026-05-18,KH_PP-PO-0023,ST001,BLK,SH01,FOB,1000,59,59,59,36,28,1097,706,428
KH_PP_20260519_KH_PP-PO-0002_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-19,KH_PP-PO-0002,ST007,TEA,SH10,FOB,3000,114,114,114,54,35,1688,966,561
KH_PP_20260519_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-19,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,197,197,197,167,93,1908,1097,666
KH_PP_20260519_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-19,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,183,183,183,160,105,1559,1137,627
KH_PP_20260519_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-19,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,173,173,173,122,95,2361,1522,835
KH_PP_20260519_KH_PP-PO-0010_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-19,KH_PP-PO-0010,ST003,WHT,SH05,CMT,5000,171,171,-23,-12,-6,1136,510,343
KH_PP_20260519_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-19,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,181,181,181,115,83,1667,1211,724
KH_PP_20260519_KH_PP-PO-0013_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-19,KH_PP-PO-0013,ST005,WHT,SH08,CMT,3000,163,163,163,82,64,1337,793,480
KH_PP_20260519_KH_PP-PO-0015_RED_SH02,柬埔寨金边厂,KH_PP,2026-05-19,KH_PP-PO-0015,ST001,RED,SH02,CMT,3000,174,174,174,73,33,1527,938,547
KH_PP_20260519_KH_PP-PO-0017_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-19,KH_PP-PO-0017,ST006,BLK,SH09,CMT,5000,189,189,189,93,58,1748,983,652
KH_PP_20260519_KH_PP-PO-0018_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-19,KH_PP-PO-0018,ST002,BLU,SH03,FOB,2000,56,56,56,24,17,1758,997,462
KH_PP_20260519_KH_PP-PO-0019_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-19,KH_PP-PO-0019,ST002,BLU,SH03,FOB,1000,50,50,50,25,7,1009,665,321
KH_PP_20260519_KH_PP-PO-0020_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-19,KH_PP-PO-0020,ST006,BLK,SH09,FOB,5000,184,184,184,151,59,1362,731,429
KH_PP_20260520_KH_PP-PO-0003_YLW_SH04,柬埔寨金边厂,KH_PP,2026-05-20,KH_PP-PO-0003,ST003,YLW,SH04,FOB,800,63,63,63,26,8,872,567,271
KH_PP_20260520_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-20,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,184,184,184,99,55,2092,1196,721
KH_PP_20260520_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-20,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,163,163,163,79,27,1722,1216,654
KH_PP_20260520_KH_PP-PO-0007_NVY_SH06,柬埔寨金边厂,KH_PP,2026-05-20,KH_PP-PO-0007,ST004,NVY,SH06,CMT,1000,54,54,54,41,21,981,499,343
KH_PP_20260520_KH_PP-PO-0013_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-20,KH_PP-PO-0013,ST005,WHT,SH08,CMT,3000,171,171,-33,-18,-7,1304,775,473
KH_PP_20260520_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-20,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,193,193,193,115,69,1759,1080,584
KH_PP_20260520_KH_PP-PO-0015_RED_SH02,柬埔寨金边厂,KH_PP,2026-05-20,KH_PP-PO-0015,ST001,RED,SH02,CMT,3000,106,106,106,75,55,1633,1013,602
KH_PP_20260520_KH_PP-PO-0017_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-20,KH_PP-PO-0017,ST006,BLK,SH09,CMT,5000,148,148,148,84,32,1896,1067,684
KH_PP_20260520_KH_PP-PO-0018_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-20,KH_PP-PO-0018,ST002,BLU,SH03,FOB,2000,61,61,61,36,23,1819,1033,485
KH_PP_20260520_KH_PP-PO-0020_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-20,KH_PP-PO-0020,ST006,BLK,SH09,FOB,5000,153,153,153,118,66,1515,849,495
KH_PP_20260520_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-20,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,154,154,154,90,71,2227,1395,791
KH_PP_20260520_KH_PP-PO-0022_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-20,KH_PP-PO-0022,ST003,WHT,SH05,CMT,1000,59,59,59,48,22,962,537,277
KH_PP_20260521_KH_PP-PO-0002_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-21,KH_PP-PO-0002,ST007,TEA,SH10,FOB,3000,100,100,100,42,24,1788,1008,585
KH_PP_20260521_KH_PP-PO-0003_YLW_SH04,柬埔寨金边厂,KH_PP,2026-05-21,KH_PP-PO-0003,ST003,YLW,SH04,FOB,800,47,47,47,27,18,919,594,289
KH_PP_20260521_KH_PP-PO-0004_GRY_SH06,柬埔寨金边厂,KH_PP,2026-05-21,KH_PP-PO-0004,ST004,GRY,SH06,FOB,1000,67,67,67,49,23,966,614,361
KH_PP_20260521_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-21,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,156,156,156,95,55,1878,1311,709
KH_PP_20260521_KH_PP-PO-0007_NVY_SH06,柬埔寨金边厂,KH_PP,2026-05-21,KH_PP-PO-0007,ST004,NVY,SH06,CMT,1000,53,53,53,40,16,1034,539,359
KH_PP_20260521_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-21,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,184,184,184,93,43,1851,1304,767
KH_PP_20260521_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-21,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,157,157,157,95,61,1916,1175,645
KH_PP_20260521_KH_PP-PO-0016_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-21,KH_PP-PO-0016,ST006,RED,SH09,FOB,1000,44,44,44,26,18,988,499,347
KH_PP_20260521_KH_PP-PO-0017_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-21,KH_PP-PO-0017,ST006,BLK,SH09,CMT,5000,160,160,-26,-12,-9,1870,1055,675
KH_PP_20260521_KH_PP-PO-0018_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-21,KH_PP-PO-0018,ST002,BLU,SH03,FOB,2000,51,51,51,39,29,1870,1072,514
KH_PP_20260521_KH_PP-PO-0020_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-21,KH_PP-PO-0020,ST006,BLK,SH09,FOB,5000,180,180,-9,-5,-2,1506,844,493
KH_PP_20260521_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-21,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,170,170,170,124,39,2397,1519,830
KH_PP_20260521_KH_PP-PO-0025_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-21,KH_PP-PO-0025,ST007,TEA,SH10,CMT,800,53,53,53,40,23,892,609,374
KH_PP_20260522_KH_PP-PO-0002_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-22,KH_PP-PO-0002,ST007,TEA,SH10,FOB,3000,109,109,109,54,19,1897,1062,604
KH_PP_20260522_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-22,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,150,150,150,95,62,2242,1291,783
KH_PP_20260522_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-22,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,168,168,168,99,73,2046,1410,782
KH_PP_20260522_KH_PP-PO-0008_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-22,KH_PP-PO-0008,ST002,BLU,SH03,CMT,800,42,42,22,16,7,889,572,293
KH_PP_20260522_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-22,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,180,180,180,86,40,2541,1608,875
KH_PP_20260522_KH_PP-PO-0010_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-22,KH_PP-PO-0010,ST003,WHT,SH05,CMT,5000,174,174,174,113,59,1310,623,402
KH_PP_20260522_KH_PP-PO-0013_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-22,KH_PP-PO-0013,ST005,WHT,SH08,CMT,3000,153,153,153,75,23,1457,850,496
KH_PP_20260522_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-22,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,169,169,169,-23,47,2085,1152,692
KH_PP_20260522_KH_PP-PO-0020_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-22,KH_PP-PO-0020,ST006,BLK,SH09,FOB,5000,169,169,169,106,69,1675,950,562
KH_PP_20260522_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-22,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,198,198,198,107,47,2595,1626,877
KH_PP_20260522_KH_PP-PO-0022_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-22,KH_PP-PO-0022,ST003,WHT,SH05,CMT,1000,52,52,52,45,28,1014,582,305
KH_PP_20260523_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-23,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,179,179,179,118,73,2421,1409,856
KH_PP_20260523_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-23,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,172,172,172,140,64,2218,1550,846
KH_PP_20260523_KH_PP-PO-0010_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-23,KH_PP-PO-0010,ST003,WHT,SH05,CMT,5000,165,165,165,93,60,1475,716,462
KH_PP_20260523_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-23,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,177,177,177,92,48,2028,1396,815
KH_PP_20260523_KH_PP-PO-0013_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-23,KH_PP-PO-0013,ST005,WHT,SH08,CMT,3000,183,183,183,82,36,1640,932,532
KH_PP_20260523_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-23,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,161,161,161,79,43,2246,1231,735
KH_PP_20260523_KH_PP-PO-0016_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-23,KH_PP-PO-0016,ST006,RED,SH09,FOB,1000,53,53,53,36,23,1041,535,370
KH_PP_20260523_KH_PP-PO-0018_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-23,KH_PP-PO-0018,ST002,BLU,SH03,FOB,2000,48,48,48,22,9,1918,1094,523
KH_PP_20260523_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-23,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,182,182,182,77,59,2777,1703,936
KH_PP_20260523_KH_PP-PO-0024_LBL_SH07,柬埔寨金边厂,KH_PP,2026-05-23,KH_PP-PO-0024,ST005,LBL,SH07,CMT,800,62,62,62,25,10,902,608,280
KH_PP_20260525_KH_PP-PO-0004_GRY_SH06,柬埔寨金边厂,KH_PP,2026-05-25,KH_PP-PO-0004,ST004,GRY,SH06,FOB,1000,57,57,57,31,13,1023,645,374
KH_PP_20260525_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-25,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,164,164,164,129,94,2585,1538,950
KH_PP_20260525_KH_PP-PO-0010_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-25,KH_PP-PO-0010,ST003,WHT,SH05,CMT,5000,165,165,165,112,68,1640,828,530
KH_PP_20260525_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-25,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,164,164,164,90,63,2192,1486,878
KH_PP_20260525_KH_PP-PO-0013_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-25,KH_PP-PO-0013,ST005,WHT,SH08,CMT,3000,90,90,90,49,19,1730,981,551
KH_PP_20260525_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-25,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,173,173,173,134,78,2419,1365,813
KH_PP_20260525_KH_PP-PO-0015_RED_SH02,柬埔寨金边厂,KH_PP,2026-05-25,KH_PP-PO-0015,ST001,RED,SH02,CMT,3000,106,106,106,92,64,1739,1105,666
KH_PP_20260525_KH_PP-PO-0017_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-25,KH_PP-PO-0017,ST006,BLK,SH09,CMT,5000,165,165,165,-22,46,2035,1033,721
KH_PP_20260525_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-25,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,168,168,168,150,61,2945,1853,997
KH_PP_20260526_KH_PP-PO-0003_YLW_SH04,柬埔寨金边厂,KH_PP,2026-05-26,KH_PP-PO-0003,ST003,YLW,SH04,FOB,800,0,0,0,0,0,919,594,289
KH_PP_20260526_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-26,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,154,154,154,101,63,2739,1639,1013
KH_PP_20260526_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-26,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,176,176,176,117,50,2394,1667,896
KH_PP_20260526_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-26,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,110,110,110,88,37,2651,1696,912
KH_PP_20260526_KH_PP-PO-0010_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-26,KH_PP-PO-0010,ST003,WHT,SH05,CMT,5000,187,187,187,151,118,1827,979,648
KH_PP_20260526_KH_PP-PO-0013_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-26,KH_PP-PO-0013,ST005,WHT,SH08,CMT,3000,112,112,132,99,52,1862,1080,603
